ABCDeportes,104,0
News18Kerala,104,0
Tg3web,104,0
WKAQ580,104,0
businessline,104,0
oneindiaHindi,104,1
vallhebron,104,0
MedicalFactsIT,103,0
SpirosMargaris,103,0
AhirsachinAhir,102,0
NZZ,102,0
PDHgt,102,0
BeatrizTalegon,102,0
TRTDeutsch,102,0
usembislamabad,102,0
KPRC2,101,0
LindseyBoylan,101,0
CBSNewYork,101,0
123telugu,100,0
OPASOMSBrasil,100,0
FaisalIqbalCric,99,0
Minrel_Chile,99,0
MountSinaiNYC,99,0
TourismGoa,99,0
KHNews,98,0
LoopHaiti,98,0
SWRRLY,98,0
ScottAdamsSays,98,0
lavozdegalicia,98,1
nuevaya,98,0
unicef_es,98,0
DLasAmericas,97,0
UNFPA,97,0
andrefran,97,0
appleinsider,97,0
tg2rai,97,0
SKMCH,96,0
mayorcantrell,96,0
wbaltv11,96,0
SCCgov,95,0
gobiernohidalgo,95,0
Geeta_Mohan,94,0
GobSantaFe,94,0
680NEWS,94,0
LifeMagazine_CI,94,0
CityOfBoston,94,0
NexPanama,94,0
BelTel,94,1
beatrizbecerrab,94,0
Nairametrics,93,0
OneindiaKannada,93,1
RegioneER,93,0
navjivanindia,93,1
OmanObserver,92,1
berlinerzeitung,92,0
confidencial_ni,92,1
ians_india,92,1
naciodigital,92,1
ETHindi,91,0
CanalNetAr,91,0
ICIBrazza,90,0
NHKWORLD_News,90,0
Xunta,90,0
news18dotcom,90,0
NationOnlineMw,89,0
amarprasadreddy,89,0
arabnewspk,89,1
ACLEDINFO,88,0
RedState,88,0
SenRickScott,88,0
htshowbiz,88,0
sri50,88,0
Daniel_RiosVE,87,0
ONUBrasil,87,0
SidShirole,87,0
TOILucknow,87,0
CPKolkata,86,0
FAZ_NET,86,0
K24Turkce,86,0
NacoesUnidas,86,0
SueltaLaSopaTV,86,0
TVNotasmx,86,0
TeamQEH,86,0
izvestia_ru,86,0
GargiRawat,85,0
Gazete_Yenicag,85,0
Thisruptdotco,85,0
camilabomfim,85,0
DeepalTrevedie,84,0
FeminaIndia,84,0
bbclysedoucet,84,0
diario24horas,84,1
htdelhi,84,0
marco_zunino,84,0
mehreenzahra,84,0
ET_Wealth,83,0
Cahora,83,0
PGN_COL,83,0
WDRaktuell,83,0
YourStoryCo,83,0
avinashkalla,83,0
zeitonline_pol,83,0
M_Orphelin,82,0
PIMCO,82,0
amethipolice,82,0
nagma_morarji,82,0
portaluai,82,1
radiosomega,82,0
HMRCgovuk,81,0
HTMumbai,81,0
BTVI,81,0
QatarUniversity,81,0
TaxNotes,81,0
UNPeacekeeping,81,0
jcyl,81,0
ABC7,80,1
GiovanniToti,80,0
CortaPorLozano,80,0
fox5ny,80,0
Tg1Raiofficial,79,0
jucilnacional,79,0
votenickmoutos,79,0
DoliaEstevez,78,0
HamidMirPAK,78,0
